,id_,x,y,label,timestamp
48,54,2.431733842387679,-4.212110405564372,sitting interactive,2022-08-24 15:40:00
49,55,5.536536873293376,-5.970775059434033,sitting interactive,2022-08-24 15:40:00
50,56,4.928603412696456,-5.731944057056672,sitting interactive,2022-08-24 15:40:00
51,57,5.514824963986343,-4.885179594082391,sitting interactive,2022-08-24 15:40:00
52,58,9.922342553314012,-10.313156920840605,sitting interactive,2022-08-24 15:40:00
53,59,17.9123251783021,-10.182885464998408,sitting interactive,2022-08-24 15:40:00
54,60,17.9774609062232,-9.29269718341006,sitting interactive,2022-08-24 15:40:00
55,61,17.217544080477047,-10.942802290744556,sitting interactive,2022-08-24 15:40:00
56,62,8.771611360041272,-13.917333865808056,standing interactive,2022-08-25 10:10:00
57,63,3.604176944967453,-13.939045775115089,standing interactive,2022-08-25 10:10:00
58,64,6.55699661072392,-12.462635942236854,standing individual,2022-08-25 10:35:00
59,65,11.333616658271149,-13.396248042439268,sitting individual,2022-08-25 10:35:00
60,64,6.55699661072392,-12.462635942236854,standing individual,2022-08-25 11:00:00
61,65,11.333616658271149,-13.396248042439268,sitting individual,2022-08-25 11:00:00
62,66,8.793323269348303,-13.982469593729157,standing interactive,2022-08-25 11:00:00
63,67,7.251777708548971,-12.50605976085092,standing individual,2022-08-25 11:35:00
64,68,5.9924869687410665,-12.57119548877202,standing individual,2022-08-25 11:35:00
65,69,11.29019283965708,-11.65929529787664,standing interactive,2022-08-25 11:35:00
66,70,11.35532856757818,-12.223804939859496,sitting interactive,2022-08-25 11:35:00
67,72,11.268480930350048,-13.483095679667398,sitting interactive,2022-08-25 11:50:00
68,73,12.41921212362279,-13.700214772737729,standing interactive,2022-08-25 11:50:00
69,74,12.41921212362279,-13.26597658659707,standing interactive,2022-08-25 11:50:00
70,76,8.141965990137319,-14.02589341234322,standing individual,2022-08-25 11:50:00
71,77,5.818791694284803,-10.29144501153357,sitting individual,2022-08-25 11:50:00
72,78,6.6655561572590845,-14.02589341234322,standing individual,2022-08-25 11:50:00
73,79,10.638835560446095,-1.8238003817907595,sitting interactive,2022-08-25 11:50:00
74,80,9.857206825392913,-3.4956173984322887,sitting interactive,2022-08-25 11:50:00
75,81,14.78581023808937,-2.8442601192213037,sitting remote,2022-08-25 11:50:00
76,72,11.268480930350048,-13.483095679667398,sitting interactive,2022-08-25 12:10:00
77,78,6.6655561572590845,-14.02589341234322,standing individual,2022-08-25 12:10:00
78,81,14.78581023808937,-2.8442601192213037,sitting remote,2022-08-25 12:10:00
79,82,10.248021192919504,-2.8442601192213037,sitting interactive,2022-08-25 12:10:00
80,83,9.661799641629615,-4.407517589327668,sitting interactive,2022-08-25 12:10:00
81,85,9.032154271725664,-11.681007207183672,standing interactive,2022-08-25 12:10:00
82,86,5.145722505766785,-11.268480930350048,standing individual,2022-08-25 12:10:00
83,87,5.710232147749639,-11.181633293121918,standing individual,2022-08-25 12:10:00
84,88,6.274741789732493,-11.398752386192246,standing individual,2022-08-25 12:10:00
85,89,7.143218162013807,-4.472653317248767,sitting individual,2022-08-25 12:10:00
86,90,5.080586777845687,-5.753655966363705,sitting individual,2022-08-25 12:10:00
87,91,15.39374369868629,-5.058874868538654,standing interactive,2022-08-25 12:10:00
88,92,15.415455607993325,-8.07683026221622,standing interactive,2022-08-25 12:10:00
89,93,10.638835560446095,-11.65929529787664,standing interactive,2022-08-25 12:10:00
90,94,7.078082434092709,-12.701466944614216,standing individual,2022-08-25 12:10:00
91,72,11.268480930350048,-13.483095679667398,sitting interactive,2022-08-25 12:25:00
92,78,6.6655561572590845,-14.02589341234322,standing individual,2022-08-25 12:25:00
93,82,10.248021192919504,-2.8442601192213037,sitting interactive,2022-08-25 12:25:00
94,83,9.661799641629615,-4.407517589327668,sitting interactive,2022-08-25 12:25:00
95,90,5.080586777845687,-5.753655966363705,sitting individual,2022-08-25 12:25:00
96,91,15.39374369868629,-5.058874868538654,standing interactive,2022-08-25 12:25:00
97,92,15.415455607993325,-8.07683026221622,standing interactive,2022-08-25 12:25:00
98,94,7.078082434092709,-12.701466944614216,standing individual,2022-08-25 12:25:00
99,95,12.11524539332433,-9.987478281235113,standing interactive,2022-08-25 12:25:00
100,96,11.594159569955542,-9.944054462621043,standing interactive,2022-08-25 12:25:00
101,97,11.724431025797738,-10.703971288367194,standing interactive,2022-08-25 12:25:00
102,99,6.405013245574691,-8.597916085585007,sitting interactive,2022-08-25 12:25:00
103,100,5.775367875670738,-10.269733102226535,sitting interactive,2022-08-25 12:25:00
104,101,6.448437064188756,-10.20459737430544,sitting interactive,2022-08-25 12:25:00
105,102,7.056370524785676,-10.226309283612473,sitting interactive,2022-08-25 12:25:00
106,103,7.121506252706775,-8.728187541427205,sitting interactive,2022-08-25 12:25:00
107,104,5.189146324380851,-8.46764462974281,standing interactive,2022-08-25 12:25:00
108,105,7.099794343399742,-1.8889361097118575,sitting interactive,2022-08-25 12:25:00
109,106,7.642592076075562,-1.867224200404825,sitting interactive,2022-08-25 12:25:00
110,107,8.315661264593581,-1.867224200404825,sitting interactive,2022-08-25 12:25:00
111,108,7.099794343399742,-3.473905489125256,sitting interactive,2022-08-25 12:25:00
112,109,7.77286353191776,-3.452193579818223,sitting interactive,2022-08-25 12:25:00
113,110,2.996243484370533,-5.753655966363705,sitting interactive,2022-08-25 12:25:00
114,111,2.9745315750635,-5.210858233687883,sitting interactive,2022-08-25 12:25:00
115,112,4.016703221801077,-5.145722505766785,sitting interactive,2022-08-25 12:25:00
116,78,6.6655561572590845,-14.02589341234322,standing individual,2022-08-25 14:45:00
117,91,15.39374369868629,-5.058874868538654,standing interactive,2022-08-25 14:45:00
118,92,15.415455607993325,-8.07683026221622,standing interactive,2022-08-25 14:45:00
119,113,14.78581023808937,-5.6450964198285405,standing interactive,2022-08-25 14:45:00
120,115,9.59666391370852,-11.377040476885211,standing interactive,2022-08-25 14:45:00
121,116,10.378292648761702,-13.895621956501024,standing interactive,2022-08-25 14:45:00
122,117,10.877666562823457,-13.960757684422122,standing interactive,2022-08-25 14:45:00
123,118,10.573699832524998,-10.248021192919504,sitting individual,2022-08-25 14:45:00
124,119,5.493113054679311,-4.863467684775358,sitting interactive,2022-08-25 14:45:00
125,120,5.514824963986343,-5.9924869687410665,sitting interactive,2022-08-25 14:45:00
126,121,8.749899450734238,-11.398752386192246,standing interactive,2022-08-25 14:45:00
127,122,9.661799641629615,-4.928603412696456,sitting individual,2022-08-25 14:55:00
128,123,3.2350744867478944,-2.562005298229876,sitting individual,2022-08-25 14:55:00
129,124,11.29019283965708,-13.4179599517463,sitting interactive,2022-08-25 14:55:00
130,125,11.463888114113344,-12.81002649114938,sitting interactive,2022-08-25 14:55:00
131,127,11.377040476885211,-12.41921212362279,standing interactive,2022-08-25 14:55:00
132,128,11.181633293121918,-9.422968639252256,sitting interactive,2022-08-25 14:55:00
133,129,10.573699832524998,-10.269733102226535,sitting interactive,2022-08-25 14:55:00
134,122,9.661799641629615,-4.928603412696456,sitting individual,2022-08-25 15:10:00
135,123,3.2350744867478944,-2.562005298229876,sitting individual,2022-08-25 15:10:00
136,128,11.181633293121918,-9.422968639252256,sitting interactive,2022-08-25 15:10:00
137,129,10.573699832524998,-10.269733102226535,sitting interactive,2022-08-25 15:10:00
138,130,16.739882075722328,-7.360337255084135,standing interactive,2022-08-25 15:10:00
139,131,16.76159398502936,-4.277246133485472,standing interactive,2022-08-25 15:10:00
140,132,11.44217620480631,-13.396248042439268,sitting individual,2022-08-25 15:10:00
141,123,3.2350744867478944,-2.562005298229876,sitting individual,2022-08-25 15:35:00
142,132,11.44217620480631,-13.396248042439268,sitting individual,2022-08-25 15:35:00
143,134,11.615871479262577,-11.333616658271149,standing interactive,2022-08-25 15:35:00
144,135,11.35532856757818,-12.26722875847356,sitting interactive,2022-08-25 15:35:00
145,136,2.4968695703087778,-8.402508901821712,standing interactive,2022-08-25 15:35:00
146,137,6.405013245574691,-13.939045775115089,standing individual,2022-08-25 15:35:00
147,138,10.5085641046039,-1.9106480190188904,sitting individual,2022-08-25 15:35:00
148,123,3.2350744867478944,-2.562005298229876,sitting individual,2022-08-25 16:00:00
149,132,11.44217620480631,-13.396248042439268,sitting individual,2022-08-25 16:00:00
150,135,11.35532856757818,-12.26722875847356,sitting interactive,2022-08-25 16:00:00
151,136,2.4968695703087778,-8.402508901821712,standing interactive,2022-08-25 16:00:00
152,138,10.5085641046039,-1.9106480190188904,sitting individual,2022-08-25 16:00:00
